sample_id	age	genotype	new_annotation	richness
184	sick	Bcl6tg/+	13_Early exhausted CTLs	6
184	sick	Bcl6tg/+	5_Other	NA
184	sick	Bcl6tg/+	1_CM/EM	NA
184	sick	Bcl6tg/+	9_Non-exhausted effectors	NA
184	sick	Bcl6tg/+	7_CM/EM	NA
184	sick	Bcl6tg/+	0_Naïve	NA
256	sick	Bcl6tg/+	0_Naïve	25
256	sick	Bcl6tg/+	3_Activated CTLs	16
256	sick	Bcl6tg/+	4_Naïve	6
256	sick	Bcl6tg/+	7_CM/EM	6
256	sick	Bcl6tg/+	5_Other	4
256	sick	Bcl6tg/+	8_Precursor exhausted CTLs	14
256	sick	Bcl6tg/+	6_CM/EM	7
256	sick	Bcl6tg/+	1_CM/EM	26
256	sick	Bcl6tg/+	13_Early exhausted CTLs	4
256	sick	Bcl6tg/+	9_Non-exhausted effectors	1
256	sick	Bcl6tg/+	2_Exhausted CTLs	14
256	sick	Bcl6tg/+	11_Cycling	6
256	sick	Bcl6tg/+	16_Terminally exhausted CTLs	NA
200	sick	Bcl6tg/+	5_Other	4
200	sick	Bcl6tg/+	1_CM/EM	1
200	sick	Bcl6tg/+	2_Exhausted CTLs	56
200	sick	Bcl6tg/+	16_Terminally exhausted CTLs	14
200	sick	Bcl6tg/+	3_Activated CTLs	42
200	sick	Bcl6tg/+	8_Precursor exhausted CTLs	10
200	sick	Bcl6tg/+	13_Early exhausted CTLs	18
200	sick	Bcl6tg/+	11_Cycling	18
200	sick	Bcl6tg/+	4_Naïve	NA
200	sick	Bcl6tg/+	7_CM/EM	3
200	sick	Bcl6tg/+	6_CM/EM	NA
200	sick	Bcl6tg/+	0_Naïve	NA
200	sick	Bcl6tg/+	9_Non-exhausted effectors	NA
021	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	6
021	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	14
021	sick	CD70-/-;Bcl6tg/+	4_Naïve	NA
021	sick	CD70-/-;Bcl6tg/+	11_Cycling	7
021	sick	CD70-/-;Bcl6tg/+	0_Naïve	NA
021	sick	CD70-/-;Bcl6tg/+	1_CM/EM	3
021	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
021	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	20
021	sick	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	3
021	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	10
021	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
021	sick	CD70-/-;Bcl6tg/+	5_Other	NA
021	sick	CD70-/-;Bcl6tg/+	6_CM/EM	NA
107	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	NA
107	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	9
107	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
107	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	4
107	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	7
107	sick	CD70-/-;Bcl6tg/+	5_Other	NA
107	sick	CD70-/-;Bcl6tg/+	11_Cycling	NA
107	sick	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
107	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
041	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	11
041	sick	CD70-/-;Bcl6tg/+	5_Other	5
041	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	2
041	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
041	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	7
041	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	10
041	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
041	sick	CD70-/-;Bcl6tg/+	1_CM/EM	NA
041	sick	CD70-/-;Bcl6tg/+	11_Cycling	9
041	sick	CD70-/-;Bcl6tg/+	0_Naïve	NA
041	sick	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
041	sick	CD70-/-;Bcl6tg/+	4_Naïve	NA
041	sick	CD70-/-;Bcl6tg/+	6_CM/EM	NA
116	sick	CD70-/-;Bcl6tg/+	11_Cycling	48
116	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	20
116	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	30
116	sick	CD70-/-;Bcl6tg/+	1_CM/EM	5
116	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	17
116	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
116	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	8
116	sick	CD70-/-;Bcl6tg/+	6_CM/EM	NA
116	sick	CD70-/-;Bcl6tg/+	5_Other	3
116	sick	CD70-/-;Bcl6tg/+	4_Naïve	NA
116	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	6
116	sick	CD70-/-;Bcl6tg/+	0_Naïve	3
116	sick	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	3
